No,Ch1,Ch2,Ch3,Ch4
23788,0.234,0.304,0.138,0.324
23789,0.391,0.208,0.135,0.266
23790,0.105,0.266,0.377,0.252
23791,0.262,0.127,0.353,0.258
23792,0.272,0.393,0.1,0.235
23793,0.24,0.159,0.221,0.38
23794,0.291,0.135,0.14,0.434
23795,0.269,0.221,0.131,0.379
23796,0.32,0.199,0.128,0.353
23797,0.224,0.192,0.426,0.158
23798,0.182,0.117,0.242,0.459
23799,0.42,0.102,0.118,0.36
23800,0.303,0.343,0.088,0.266
23801,0.098,0.172,0.469,0.261
23802,0.131,0.447,0.107,0.315
23803,0.242,0.242,0.139,0.377
23804,0.285,0.215,0.15,0.35
23805,0.284,0.084,0.351,0.281
23806,0.132,0.338,0.147,0.383
23807,0.425,0.114,0.12,0.341
23808,0.184,0.35,0.148,0.318
23809,0.367,0.203,0.128,0.302
23810,0.143,0.504,0.14,0.213
23811,0.352,0.135,0.145,0.368
23812,0.161,0.186,0.352,0.301
23813,0.366,0.187,0.144,0.303
23814,0.261,0.2,0.303,0.236
23815,0.13,0.171,0.364,0.335
23816,0.406,0.241,0.146,0.207
23817,0.274,0.152,0.28,0.294
23818,0.137,0.142,0.375,0.346
23819,0.128,0.311,0.249,0.312
23820,0.135,0.169,0.429,0.267
23821,0.159,0.156,0.15,0.535
23822,0.152,0.29,0.187,0.371
23823,0.122,0.155,0.306,0.417
23824,0.144,0.445,0.094,0.317
23825,0.347,0.17,0.16,0.323
23826,0.162,0.354,0.128,0.356
23827,0.326,0.147,0.286,0.241
23828,0.087,0.279,0.438,0.196
23829,0.188,0.22,0.278,0.314
23830,0.212,0.431,0.124,0.233
23831,0.121,0.213,0.458,0.208
23832,0.138,0.23,0.389,0.243
23833,0.226,0.27,0.275,0.229
23834,0.298,0.219,0.216,0.267
23835,0.099,0.373,0.309,0.219
23836,0.342,0.129,0.217,0.312
23837,0.107,0.164,0.277,0.452
23838,0.344,0.195,0.204,0.257
23839,0.439,0.135,0.171,0.255
23840,0.253,0.11,0.465,0.172
23841,0.321,0.13,0.241,0.308
23842,0.348,0.22,0.197,0.235
23843,0.294,0.228,0.222,0.256
23844,0.326,0.127,0.222,0.325
23845,0.133,0.143,0.256,0.468
23846,0.459,0.221,0.191,0.129
23847,0.143,0.552,0.126,0.179
23848,0.111,0.136,0.401,0.352
23849,0.305,0.163,0.177,0.355
23850,0.075,0.176,0.501,0.248
23851,0.56,0.17,0.125,0.145
23852,0.208,0.282,0.158,0.352
23853,0.11,0.139,0.497,0.254
23854,0.495,0.143,0.17,0.192
23855,0.163,0.296,0.126,0.415
23856,0.362,0.249,0.111,0.278
23857,0.417,0.301,0.101,0.181
23858,0.245,0.144,0.278,0.333
23859,0.521,0.124,0.14,0.215
23860,0.169,0.411,0.139,0.281
23861,0.173,0.109,0.51,0.208
23862,0.106,0.138,0.537,0.219
23863,0.151,0.144,0.341,0.364
23864,0.164,0.472,0.11,0.254
23865,0.114,0.197,0.481,0.208
23866,0.31,0.291,0.202,0.197
23867,0.082,0.349,0.306,0.263
23868,0.092,0.212,0.461,0.235
23869,0.288,0.231,0.198,0.283
23870,0.206,0.09,0.511,0.193
23871,0.081,0.121,0.599,0.199
23872,0.071,0.297,0.451,0.181
23873,0.098,0.274,0.442,0.186
23874,0.51,0.121,0.202,0.167
23875,0.094,0.477,0.287,0.142
23876,0.335,0.289,0.119,0.257
23877,0.252,0.337,0.1,0.311
23878,0.199,0.198,0.27,0.333
23879,0.153,0.546,0.151,0.15
23880,0.443,0.13,0.217,0.21
23881,0.377,0.24,0.194,0.189
23882,0.321,0.443,0.096,0.14
23883,0.149,0.208,0.444,0.199
23884,0.165,0.45,0.215,0.17
23885,0.337,0.207,0.137,0.319
23886,0.221,0.229,0.214,0.336
23887,0.245,0.241,0.209,0.305
23888,0.249,0.285,0.31,0.156
23889,0.455,0.252,0.116,0.177
23890,0.232,0.415,0.103,0.25
23891,0.296,0.179,0.169,0.356
23892,0.123,0.376,0.136,0.365
23893,0.247,0.261,0.132,0.36
23894,0.169,0.29,0.151,0.39
23895,0.165,0.214,0.4,0.221
23896,0.103,0.198,0.383,0.316
23897,0.157,0.242,0.136,0.465
23898,0.131,0.457,0.152,0.26
23899,0.167,0.174,0.211,0.448
23900,0.143,0.279,0.142,0.436
23901,0.119,0.467,0.161,0.253
23902,0.112,0.375,0.246,0.267
23903,0.211,0.224,0.115,0.45
23904,0.115,0.406,0.136,0.343
23905,0.322,0.085,0.263,0.33
23906,0.429,0.114,0.102,0.355
23907,0.268,0.136,0.146,0.45
23908,0.128,0.222,0.123,0.527
23909,0.266,0.207,0.102,0.425
23910,0.231,0.135,0.321,0.313
23911,0.159,0.109,0.22,0.512
23912,0.138,0.141,0.264,0.457
23913,0.1,0.21,0.278,0.412
23914,0.111,0.352,0.112,0.425
23915,0.453,0.127,0.084,0.336
23916,0.069,0.167,0.443,0.321
23917,0.129,0.22,0.192,0.459
23918,0.144,0.181,0.132,0.543
23919,0.204,0.255,0.103,0.438
23920,0.128,0.303,0.184,0.385
23921,0.136,0.139,0.448,0.277
23922,0.086,0.257,0.398,0.259
23923,0.24,0.479,0.125,0.156
23924,0.156,0.466,0.231,0.147
23925,0.117,0.242,0.154,0.487
23926,0.202,0.476,0.129,0.193
23927,0.237,0.135,0.176,0.452
23928,0.131,0.147,0.382,0.34
23929,0.098,0.271,0.144,0.487
23930,0.107,0.179,0.16,0.554
23931,0.125,0.594,0.135,0.146
23932,0.109,0.313,0.122,0.456
23933,0.119,0.551,0.129,0.201
23934,0.092,0.588,0.124,0.196
23935,0.161,0.145,0.215,0.479
23936,0.394,0.129,0.084,0.393
23937,0.09,0.104,0.461,0.345
23938,0.272,0.145,0.119,0.464
23939,0.119,0.113,0.422,0.346
23940,0.185,0.114,0.152,0.549
23941,0.112,0.293,0.4,0.195
23942,0.42,0.153,0.125,0.302
23943,0.131,0.394,0.141,0.334
23944,0.324,0.133,0.384,0.159
23945,0.136,0.19,0.326,0.348
23946,0.304,0.445,0.11,0.141
23947,0.108,0.354,0.233,0.305
23948,0.134,0.165,0.335,0.366
23949,0.147,0.201,0.115,0.537
23950,0.077,0.509,0.253,0.161
23951,0.519,0.122,0.146,0.213
23952,0.155,0.144,0.33,0.371
23953,0.437,0.122,0.132,0.309
23954,0.458,0.131,0.172,0.239
23955,0.128,0.214,0.15,0.508
23956,0.087,0.167,0.378,0.368
23957,0.121,0.428,0.133,0.318
23958,0.159,0.483,0.137,0.221
23959,0.383,0.136,0.173,0.308
23960,0.31,0.16,0.311,0.219
23961,0.599,0.155,0.083,0.163
23962,0.131,0.511,0.134,0.224
23963,0.133,0.513,0.12,0.234
23964,0.106,0.459,0.269,0.166
23965,0.192,0.122,0.523,0.163
23966,0.124,0.123,0.503,0.25
23967,0.445,0.135,0.123,0.297
23968,0.345,0.268,0.129,0.258
23969,0.425,0.167,0.14,0.268
23970,0.61,0.095,0.122,0.173
23971,0.126,0.155,0.539,0.18
23972,0.508,0.139,0.194,0.159
23973,0.314,0.309,0.116,0.261
23974,0.112,0.135,0.546,0.207
23975,0.206,0.526,0.099,0.169
23976,0.145,0.439,0.226,0.19
23977,0.095,0.193,0.481,0.231
23978,0.164,0.157,0.162,0.517
23979,0.494,0.15,0.129,0.227
23980,0.135,0.506,0.128,0.231
23981,0.436,0.168,0.214,0.182
23982,0.112,0.092,0.638,0.158
23983,0.132,0.502,0.156,0.21
23984,0.415,0.224,0.12,0.241
23985,0.13,0.125,0.45,0.295
23986,0.475,0.242,0.104,0.179
23987,0.143,0.17,0.421,0.266
23988,0.216,0.438,0.165,0.181
23989,0.083,0.115,0.606,0.196
23990,0.454,0.25,0.126,0.17
23991,0.106,0.141,0.461,0.292
23992,0.109,0.577,0.114,0.2
23993,0.106,0.464,0.218,0.212
23994,0.094,0.215,0.453,0.238
23995,0.076,0.44,0.239,0.245
23996,0.059,0.153,0.602,0.186
23997,0.162,0.429,0.232,0.177
23998,0.167,0.363,0.238,0.232
23999,0.41,0.174,0.181,0.235
24000,0.187,0.481,0.086,0.246
24001,0.303,0.382,0.156,0.159
24002,0.212,0.409,0.144,0.235
24003,0.218,0.48,0.085,0.217
24004,0.162,0.204,0.268,0.366
24005,0.124,0.608,0.096,0.172
24006,0.184,0.155,0.481,0.18
24007,0.176,0.198,0.188,0.438
24008,0.12,0.574,0.094,0.212
24009,0.312,0.097,0.179,0.412
24010,0.605,0.101,0.114,0.18
24011,0.091,0.578,0.095,0.236
24012,0.135,0.127,0.335,0.403
24013,0.134,0.106,0.316,0.444
24014,0.134,0.268,0.429,0.169
24015,0.087,0.355,0.143,0.415
24016,0.169,0.365,0.106,0.36
24017,0.299,0.264,0.233,0.204
24018,0.313,0.237,0.159,0.291
24019,0.2,0.399,0.216,0.185
24020,0.102,0.319,0.319,0.26
24021,0.111,0.181,0.482,0.226
24022,0.42,0.198,0.158,0.224
24023,0.18,0.405,0.188,0.227
24024,0.204,0.337,0.132,0.327
24025,0.491,0.185,0.17,0.154
24026,0.198,0.473,0.166,0.163
24027,0.145,0.169,0.255,0.431
24028,0.136,0.508,0.104,0.252
24029,0.165,0.225,0.162,0.448
24030,0.127,0.413,0.216,0.244
24031,0.121,0.243,0.219,0.417
24032,0.142,0.18,0.26,0.418
24033,0.464,0.188,0.152,0.196
24034,0.23,0.214,0.148,0.408
24035,0.102,0.431,0.131,0.336
24036,0.22,0.16,0.487,0.133
24037,0.211,0.463,0.129,0.197
24038,0.142,0.164,0.41,0.284
24039,0.269,0.412,0.086,0.233
24040,0.133,0.208,0.449,0.21
24041,0.295,0.263,0.183,0.259
24042,0.098,0.284,0.42,0.198
24043,0.367,0.186,0.163,0.284
24044,0.248,0.411,0.189,0.152
24045,0.35,0.138,0.231,0.281
24046,0.158,0.46,0.192,0.19
24047,0.221,0.101,0.516,0.162
24048,0.101,0.188,0.512,0.199
24049,0.478,0.194,0.162,0.166
24050,0.172,0.166,0.302,0.36
24051,0.18,0.385,0.102,0.333
24052,0.575,0.216,0.082,0.127
24053,0.293,0.124,0.366,0.217
24054,0.289,0.164,0.149,0.398
24055,0.333,0.167,0.175,0.325
24056,0.148,0.434,0.128,0.29
24057,0.194,0.155,0.145,0.506
24058,0.118,0.186,0.199,0.497
24059,0.205,0.211,0.111,0.473
24060,0.24,0.148,0.145,0.467
24061,0.088,0.295,0.136,0.481
24062,0.179,0.119,0.377,0.325
24063,0.093,0.24,0.38,0.287
24064,0.249,0.124,0.154,0.473
24065,0.107,0.126,0.478,0.289
24066,0.423,0.177,0.11,0.29
24067,0.132,0.223,0.126,0.519
24068,0.476,0.135,0.131,0.258
24069,0.134,0.195,0.114,0.557
24070,0.484,0.122,0.119,0.275
24071,0.122,0.151,0.17,0.557
24072,0.152,0.215,0.125,0.508
24073,0.252,0.113,0.14,0.495
24074,0.262,0.101,0.183,0.454
24075,0.221,0.102,0.233,0.444
24076,0.112,0.34,0.186,0.362
24077,0.371,0.152,0.072,0.405
24078,0.373,0.158,0.129,0.34
24079,0.259,0.183,0.086,0.472
24080,0.377,0.109,0.08,0.434
24081,0.114,0.218,0.11,0.558
24082,0.178,0.208,0.282,0.332
24083,0.084,0.282,0.068,0.566
24084,0.346,0.278,0.096,0.28
24085,0.144,0.213,0.073,0.57
24086,0.194,0.206,0.162,0.438
24087,0.169,0.265,0.13,0.436
24088,0.179,0.092,0.38,0.349
24089,0.187,0.377,0.121,0.315
24090,0.089,0.172,0.265,0.474
24091,0.07,0.138,0.54,0.252
24092,0.36,0.123,0.094,0.423
24093,0.289,0.289,0.24,0.182
24094,0.115,0.472,0.26,0.153
24095,0.247,0.117,0.443,0.193
24096,0.258,0.335,0.14,0.267
24097,0.11,0.21,0.49,0.19
24098,0.367,0.227,0.14,0.266
24099,0.179,0.375,0.122,0.324
24100,0.261,0.447,0.093,0.199
24101,0.148,0.465,0.136,0.251
24102,0.243,0.24,0.281,0.236
24103,0.098,0.399,0.325,0.178
24104,0.394,0.098,0.168,0.34
24105,0.441,0.137,0.132,0.29
24106,0.123,0.565,0.1,0.212
24107,0.218,0.121,0.442,0.219
24108,0.129,0.112,0.572,0.187
24109,0.373,0.267,0.118,0.242
24110,0.387,0.209,0.14,0.264
24111,0.142,0.345,0.12,0.393
24112,0.432,0.115,0.179,0.274
24113,0.116,0.483,0.221,0.18
24114,0.185,0.181,0.377,0.257
24115,0.096,0.554,0.209,0.141
24116,0.149,0.107,0.561,0.183
24117,0.488,0.17,0.152,0.19
24118,0.159,0.209,0.413,0.219
24119,0.15,0.563,0.089,0.198
24120,0.139,0.565,0.109,0.187
24121,0.44,0.225,0.119,0.216
24122,0.067,0.275,0.47,0.188
24123,0.113,0.234,0.371,0.282
24124,0.18,0.536,0.091,0.193
24125,0.093,0.14,0.544,0.223
24126,0.155,0.468,0.17,0.207
24127,0.41,0.297,0.095,0.198
24128,0.188,0.205,0.11,0.497
24129,0.379,0.214,0.152,0.255
24130,0.129,0.241,0.106,0.524
24131,0.137,0.424,0.248,0.191
24132,0.22,0.411,0.111,0.258
24133,0.27,0.343,0.121,0.266
24134,0.278,0.246,0.315,0.161
24135,0.152,0.118,0.443,0.287
24136,0.085,0.142,0.467,0.306
24137,0.099,0.64,0.087,0.174
24138,0.499,0.109,0.095,0.297
24139,0.274,0.103,0.46,0.163
24140,0.354,0.139,0.226,0.281
24141,0.11,0.509,0.101,0.28
24142,0.11,0.367,0.296,0.227
24143,0.126,0.485,0.222,0.167
24144,0.226,0.261,0.103,0.41
24145,0.099,0.327,0.386,0.188
24146,0.095,0.135,0.47,0.3
24147,0.194,0.319,0.228,0.259
24148,0.176,0.423,0.239,0.162
24149,0.112,0.16,0.465,0.263
24150,0.284,0.293,0.16,0.263
24151,0.192,0.363,0.243,0.202
24152,0.11,0.391,0.28,0.219
24153,0.142,0.15,0.49,0.218
24154,0.177,0.13,0.497,0.196
24155,0.121,0.158,0.487,0.234
24156,0.105,0.254,0.391,0.25
24157,0.153,0.315,0.152,0.38
24158,0.469,0.209,0.126,0.196
24159,0.143,0.204,0.282,0.371
24160,0.259,0.194,0.144,0.403
24161,0.148,0.504,0.138,0.21
24162,0.395,0.267,0.119,0.219
24163,0.134,0.312,0.333,0.221
24164,0.271,0.341,0.222,0.166
24165,0.151,0.21,0.163,0.476
24166,0.153,0.203,0.185,0.459
24167,0.108,0.46,0.248,0.184
24168,0.422,0.108,0.198,0.272
24169,0.35,0.171,0.24,0.239
24170,0.297,0.193,0.245,0.265
24171,0.116,0.294,0.394,0.196
24172,0.334,0.139,0.333,0.194
24173,0.176,0.451,0.15,0.223
24174,0.178,0.512,0.127,0.183
24175,0.221,0.254,0.323,0.202
24176,0.143,0.187,0.378,0.292
24177,0.508,0.151,0.12,0.221
24178,0.172,0.162,0.199,0.467
24179,0.11,0.437,0.285,0.168
24180,0.147,0.127,0.189,0.537
24181,0.128,0.38,0.182,0.31
24182,0.111,0.373,0.317,0.199
24183,0.275,0.416,0.132,0.177
24184,0.168,0.545,0.146,0.141
24185,0.153,0.418,0.23,0.199
24186,0.128,0.363,0.23,0.279
24187,0.299,0.348,0.143,0.21
24188,0.127,0.222,0.377,0.274
24189,0.147,0.256,0.207,0.39
24190,0.119,0.208,0.414,0.259
24191,0.096,0.197,0.525,0.182
24192,0.297,0.197,0.253,0.253
24193,0.112,0.149,0.49,0.249
24194,0.136,0.319,0.156,0.389
24195,0.24,0.158,0.174,0.428
24196,0.514,0.153,0.143,0.19
24197,0.158,0.177,0.206,0.459
24198,0.479,0.152,0.175,0.194
24199,0.191,0.341,0.169,0.299
24200,0.294,0.179,0.208,0.319
24201,0.527,0.176,0.129,0.168
24202,0.101,0.132,0.533,0.234
24203,0.344,0.162,0.235,0.259
24204,0.125,0.434,0.183,0.258
24205,0.188,0.408,0.149,0.255
24206,0.174,0.153,0.473,0.2
24207,0.472,0.13,0.141,0.257
24208,0.136,0.348,0.267,0.249
24209,0.267,0.215,0.321,0.197
24210,0.168,0.267,0.18,0.385
24211,0.298,0.138,0.19,0.374
24212,0.211,0.302,0.139,0.348
24213,0.28,0.129,0.273,0.318
24214,0.129,0.26,0.293,0.318
24215,0.239,0.167,0.372,0.222
24216,0.215,0.249,0.244,0.292
24217,0.098,0.233,0.302,0.367
24218,0.184,0.275,0.216,0.325
24219,0.312,0.169,0.199,0.32
24220,0.194,0.199,0.284,0.323
24221,0.284,0.411,0.16,0.145
24222,0.314,0.361,0.116,0.209
24223,0.275,0.118,0.357,0.25
24224,0.109,0.334,0.209,0.348
24225,0.245,0.192,0.278,0.285
24226,0.165,0.204,0.224,0.407
24227,0.306,0.206,0.274,0.214
24228,0.159,0.265,0.154,0.422
24229,0.15,0.419,0.154,0.277
24230,0.15,0.253,0.154,0.443
24231,0.151,0.384,0.205,0.26
24232,0.152,0.421,0.157,0.27
24233,0.339,0.233,0.163,0.265
24234,0.127,0.19,0.326,0.357
24235,0.433,0.212,0.155,0.2
24236,0.119,0.218,0.476,0.187
24237,0.351,0.193,0.181,0.275
24238,0.124,0.259,0.33,0.287
24239,0.375,0.226,0.167,0.232
24240,0.151,0.45,0.148,0.251
24241,0.141,0.21,0.163,0.486
24242,0.376,0.186,0.178,0.26
24243,0.143,0.43,0.166,0.261
24244,0.218,0.215,0.312,0.255
24245,0.173,0.348,0.269,0.21
24246,0.213,0.159,0.303,0.325
24247,0.262,0.28,0.317,0.141
24248,0.196,0.137,0.354,0.313
24249,0.308,0.334,0.161,0.197
24250,0.188,0.352,0.123,0.337
24251,0.192,0.233,0.261,0.314
24252,0.126,0.399,0.126,0.349
24253,0.083,0.259,0.415,0.243
24254,0.161,0.287,0.296,0.256
24255,0.106,0.269,0.35,0.275
24256,0.223,0.167,0.277,0.333
24257,0.144,0.318,0.283,0.255
24258,0.165,0.394,0.109,0.332
24259,0.136,0.199,0.327,0.338
24260,0.109,0.409,0.216,0.266
24261,0.222,0.142,0.271,0.365
24262,0.236,0.324,0.183,0.257
24263,0.202,0.176,0.345,0.277
24264,0.188,0.334,0.295,0.183
24265,0.397,0.204,0.143,0.256
24266,0.226,0.222,0.236,0.316
24267,0.246,0.391,0.141,0.222
24268,0.246,0.261,0.258,0.235
24269,0.182,0.418,0.183,0.217
24270,0.182,0.323,0.284,0.211
24271,0.113,0.269,0.392,0.226
24272,0.164,0.305,0.286,0.245
24273,0.3,0.235,0.185,0.28
24274,0.248,0.136,0.402,0.214
24275,0.163,0.269,0.289,0.279
24276,0.441,0.19,0.15,0.219
24277,0.177,0.383,0.229,0.211
24278,0.208,0.367,0.153,0.272
24279,0.27,0.267,0.185,0.278
24280,0.216,0.245,0.338,0.201
24281,0.385,0.213,0.214,0.188
24282,0.21,0.292,0.213,0.285
24283,0.153,0.362,0.118,0.367
24284,0.153,0.104,0.443,0.3
24285,0.086,0.475,0.114,0.325
24286,0.091,0.083,0.53,0.296
24287,0.108,0.406,0.07,0.416
24288,0.096,0.569,0.087,0.248
24289,0.064,0.579,0.182,0.175
24290,0.136,0.368,0.095,0.401
24291,0.148,0.092,0.207,0.553
24292,0.097,0.103,0.227,0.573
24293,0.134,0.53,0.198,0.138
24294,0.113,0.437,0.08,0.37
24295,0.073,0.372,0.179,0.376
24296,0.157,0.162,0.094,0.587
24297,0.358,0.114,0.097,0.431
24298,0.175,0.164,0.09,0.571
24299,0.156,0.134,0.097,0.613
24300,0.174,0.154,0.103,0.569
24301,0.123,0.127,0.123,0.627
24302,0.602,0.126,0.115,0.157
24303,0.424,0.133,0.12,0.323
24304,0.138,0.141,0.392,0.329
24305,0.257,0.454,0.099,0.19
24306,0.393,0.117,0.096,0.394
24307,0.609,0.12,0.106,0.165
24308,0.273,0.089,0.238,0.4
24309,0.07,0.297,0.402,0.231
24310,0.093,0.456,0.256,0.195
24311,0.098,0.294,0.288,0.32
24312,0.184,0.237,0.163,0.416
24313,0.41,0.206,0.111,0.273
24314,0.084,0.523,0.103,0.29
24315,0.237,0.482,0.095,0.186
24316,0.441,0.114,0.121,0.324
24317,0.104,0.458,0.102,0.336
24318,0.095,0.103,0.425,0.377
24319,0.458,0.076,0.303,0.163
24320,0.103,0.136,0.36,0.401
24321,0.381,0.213,0.131,0.275
24322,0.331,0.279,0.166,0.224
24323,0.132,0.113,0.528,0.227
24324,0.183,0.176,0.342,0.299
24325,0.387,0.181,0.125,0.307
24326,0.138,0.184,0.379,0.299
24327,0.154,0.38,0.225,0.241
24328,0.139,0.176,0.391,0.294
24329,0.155,0.47,0.136,0.239
24330,0.37,0.138,0.243,0.249
24331,0.132,0.203,0.346,0.319
24332,0.361,0.201,0.231,0.207
24333,0.379,0.254,0.142,0.225
24334,0.333,0.253,0.159,0.255
24335,0.143,0.392,0.123,0.342
24336,0.124,0.364,0.203,0.309
24337,0.349,0.256,0.203,0.192
24338,0.398,0.136,0.221,0.245
24339,0.314,0.282,0.103,0.301
24340,0.159,0.403,0.13,0.308
24341,0.383,0.114,0.245,0.258
24342,0.446,0.107,0.214,0.233
24343,0.128,0.406,0.185,0.281
24344,0.105,0.134,0.391,0.37
24345,0.143,0.129,0.303,0.425
24346,0.113,0.233,0.407,0.247
24347,0.106,0.402,0.147,0.345
24348,0.408,0.197,0.163,0.232
24349,0.322,0.14,0.185,0.353
24350,0.102,0.238,0.413,0.247
24351,0.294,0.11,0.277,0.319
24352,0.106,0.397,0.221,0.276
24353,0.184,0.153,0.222,0.441
24354,0.118,0.402,0.154,0.326
24355,0.361,0.139,0.238,0.262
24356,0.194,0.167,0.154,0.485
24357,0.416,0.291,0.091,0.202
24358,0.363,0.195,0.131,0.311
24359,0.164,0.575,0.077,0.184
24360,0.108,0.422,0.224,0.246
24361,0.185,0.332,0.114,0.369
24362,0.464,0.173,0.239,0.124
24363,0.148,0.175,0.399,0.278
24364,0.09,0.497,0.178,0.235
24365,0.202,0.225,0.28,0.293
24366,0.109,0.382,0.191,0.318
24367,0.187,0.212,0.118,0.483
24368,0.107,0.247,0.352,0.294
24369,0.324,0.328,0.183,0.165
24370,0.118,0.396,0.28,0.206
24371,0.339,0.212,0.25,0.199
24372,0.085,0.116,0.453,0.346
24373,0.177,0.409,0.247,0.167
24374,0.228,0.128,0.342,0.302
24375,0.121,0.111,0.386,0.382
24376,0.139,0.1,0.586,0.175
24377,0.102,0.534,0.165,0.199
24378,0.087,0.497,0.094,0.322
24379,0.084,0.451,0.18,0.285
24380,0.166,0.33,0.132,0.372
24381,0.425,0.165,0.12,0.29
24382,0.535,0.125,0.222,0.118
24383,0.158,0.089,0.54,0.213
24384,0.146,0.112,0.439,0.303
24385,0.532,0.121,0.14,0.207
24386,0.088,0.117,0.588,0.207
24387,0.466,0.124,0.107,0.303
24388,0.404,0.115,0.131,0.35
24389,0.432,0.169,0.155,0.244
24390,0.316,0.144,0.399,0.141
24391,0.221,0.192,0.114,0.473
24392,0.1,0.257,0.275,0.368
24393,0.085,0.075,0.65,0.19
24394,0.088,0.658,0.091,0.163
24395,0.241,0.219,0.415,0.125
24396,0.436,0.286,0.079,0.199
24397,0.135,0.235,0.335,0.295
24398,0.324,0.273,0.14,0.263
24399,0.126,0.323,0.232,0.319
24400,0.146,0.199,0.387,0.268
24401,0.264,0.229,0.166,0.341
24402,0.149,0.144,0.463,0.244
24403,0.115,0.149,0.467,0.269
24404,0.08,0.292,0.376,0.252
24405,0.104,0.242,0.398,0.256
24406,0.468,0.162,0.155,0.215
24407,0.127,0.415,0.244,0.214
24408,0.252,0.285,0.132,0.331
24409,0.217,0.283,0.125,0.375
24410,0.158,0.223,0.26,0.359
24411,0.196,0.409,0.179,0.216
24412,0.365,0.149,0.173,0.313
24413,0.359,0.228,0.171,0.242
24414,0.194,0.464,0.134,0.208
24415,0.185,0.175,0.398,0.242
24416,0.456,0.112,0.166,0.266
24417,0.17,0.145,0.349,0.336
24418,0.262,0.187,0.176,0.375
24419,0.238,0.393,0.207,0.162
24420,0.106,0.317,0.117,0.46
24421,0.143,0.18,0.149,0.528
24422,0.233,0.3,0.111,0.356
24423,0.129,0.303,0.217,0.351
24424,0.122,0.179,0.217,0.482
24425,0.139,0.152,0.162,0.547
24426,0.416,0.186,0.101,0.297
24427,0.107,0.31,0.307,0.276
24428,0.316,0.365,0.077,0.242
24429,0.136,0.411,0.073,0.38
24430,0.137,0.273,0.132,0.458
24431,0.179,0.338,0.096,0.387
24432,0.287,0.21,0.151,0.352
24433,0.157,0.148,0.169,0.526
24434,0.154,0.194,0.258,0.394
24435,0.495,0.148,0.148,0.209
24436,0.162,0.147,0.25,0.441
24437,0.354,0.22,0.134,0.292
24438,0.551,0.16,0.147,0.142
24439,0.156,0.105,0.486,0.253
24440,0.127,0.377,0.111,0.385
24441,0.422,0.12,0.109,0.349
24442,0.561,0.128,0.127,0.184
24443,0.522,0.18,0.19,0.108
24444,0.127,0.195,0.484,0.194
24445,0.204,0.185,0.148,0.463
24446,0.368,0.169,0.113,0.35
24447,0.141,0.59,0.073,0.196
24448,0.139,0.489,0.097,0.275
24449,0.301,0.114,0.163,0.422
24450,0.14,0.143,0.256,0.461
24451,0.124,0.163,0.325,0.388
24452,0.144,0.127,0.389,0.34
24453,0.284,0.122,0.398,0.196
24454,0.191,0.257,0.077,0.475
24455,0.159,0.086,0.27,0.485
24456,0.087,0.098,0.306,0.509
24457,0.228,0.086,0.151,0.535
24458,0.099,0.207,0.143,0.551
24459,0.112,0.153,0.426,0.309
24460,0.091,0.2,0.135,0.574
24461,0.078,0.097,0.294,0.531
24462,0.153,0.193,0.103,0.551
24463,0.363,0.341,0.059,0.237
24464,0.092,0.13,0.234,0.544
24465,0.098,0.586,0.124,0.192
24466,0.223,0.188,0.068,0.521
24467,0.154,0.216,0.093,0.537
24468,0.062,0.251,0.131,0.556
24469,0.092,0.21,0.083,0.615
24470,0.106,0.129,0.11,0.655
24471,0.094,0.375,0.071,0.46
24472,0.424,0.135,0.228,0.213
24473,0.445,0.109,0.239,0.207
24474,0.587,0.204,0.071,0.138
24475,0.079,0.597,0.113,0.211
24476,0.127,0.603,0.074,0.196
24477,0.075,0.518,0.223,0.184
24478,0.147,0.076,0.601,0.176
24479,0.071,0.079,0.599,0.251
24480,0.512,0.106,0.083,0.299
24481,0.395,0.249,0.09,0.266
24482,0.48,0.17,0.078,0.272
24483,0.615,0.073,0.139,0.173
24484,0.07,0.158,0.611,0.161
24485,0.471,0.133,0.262,0.134
24486,0.328,0.332,0.09,0.25
24487,0.067,0.076,0.663,0.194
24488,0.186,0.592,0.065,0.157
24489,0.142,0.453,0.195,0.21
24490,0.072,0.17,0.453,0.305
24491,0.128,0.122,0.165,0.585
24492,0.164,0.134,0.374,0.328
24493,0.169,0.279,0.351,0.201
24494,0.183,0.325,0.288,0.204
24495,0.194,0.422,0.137,0.247
24496,0.158,0.208,0.273,0.361
24497,0.164,0.168,0.439,0.229
24498,0.185,0.203,0.413,0.199
24499,0.271,0.109,0.318,0.302
24500,0.122,0.415,0.174,0.289
24501,0.235,0.302,0.111,0.352
24502,0.341,0.151,0.133,0.375
24503,0.162,0.2,0.155,0.483
24504,0.128,0.368,0.178,0.326
24505,0.148,0.266,0.192,0.394
24506,0.132,0.114,0.442,0.312
24507,0.181,0.148,0.252,0.419
24508,0.362,0.135,0.216,0.287
24509,0.199,0.136,0.333,0.332
24510,0.144,0.139,0.436,0.281
24511,0.324,0.347,0.153,0.176
24512,0.249,0.239,0.201,0.311
24513,0.344,0.168,0.225,0.263
24514,0.258,0.369,0.137,0.236
24515,0.299,0.219,0.167,0.315
24516,0.229,0.204,0.233,0.334
24517,0.378,0.21,0.177,0.235
24518,0.166,0.221,0.214,0.399
24519,0.132,0.224,0.429,0.215
24520,0.132,0.229,0.222,0.417
24521,0.172,0.269,0.139,0.42
24522,0.137,0.169,0.414,0.28
