No,Ch1,Ch2,Ch3,Ch4,Result,ANS,Accuracy
19502,0.219,0.096,0.429,0.256,Ch3,Ch1,0
19503,0.476,0.141,0.124,0.259,Ch1,Ch1,1
19504,0.503,0.115,0.129,0.253,Ch1,Ch1,1
19505,0.112,0.241,0.108,0.539,Ch4,Ch4,1
19506,0.122,0.537,0.074,0.267,Ch2,Ch2,1
19507,0.399,0.297,0.072,0.232,Ch1,Ch4,0
19508,0.069,0.582,0.101,0.248,Ch2,Ch2,1
19509,0.075,0.229,0.077,0.619,Ch4,Ch2,0
19510,0.101,0.506,0.171,0.222,Ch2,Ch2,1
19511,0.075,0.079,0.196,0.65,Ch4,Ch1,0
19512,0.5,0.135,0.075,0.29,Ch1,Ch1,1
19513,0.123,0.108,0.558,0.211,Ch3,Ch1,0
19514,0.285,0.415,0.117,0.183,Ch2,Ch4,0
19515,0.321,0.094,0.348,0.237,Ch3,Ch4,0
19516,0.114,0.133,0.421,0.332,Ch3,Ch4,0
19517,0.281,0.124,0.277,0.318,Ch4,Ch4,1
19518,0.128,0.325,0.221,0.326,Ch4,Ch4,1
19519,0.243,0.261,0.286,0.21,Ch3,Ch3,1
19520,0.11,0.287,0.159,0.444,Ch4,Ch4,1
19521,0.069,0.113,0.508,0.31,Ch3,Ch4,0
19522,0.238,0.325,0.12,0.317,Ch2,Ch4,0
19523,0.342,0.413,0.094,0.151,Ch2,Ch2,1
19524,0.144,0.178,0.413,0.265,Ch3,Ch4,0
19525,0.137,0.408,0.189,0.266,Ch2,Ch2,1
19526,0.289,0.296,0.111,0.304,Ch4,Ch4,1
19527,0.268,0.32,0.096,0.316,Ch2,Ch4,0
19528,0.087,0.416,0.149,0.348,Ch2,Ch4,0
19529,0.127,0.319,0.117,0.437,Ch4,Ch4,1
19530,0.132,0.186,0.107,0.575,Ch4,Ch4,1
19531,0.128,0.549,0.106,0.217,Ch2,Ch2,1
19532,0.374,0.234,0.208,0.184,Ch1,Ch4,0
19533,0.159,0.277,0.147,0.417,Ch4,Ch2,0
19534,0.281,0.202,0.24,0.277,Ch1,Ch1,1
19535,0.099,0.118,0.482,0.301,Ch3,Ch1,0
19536,0.083,0.521,0.094,0.302,Ch2,Ch4,0
19537,0.237,0.104,0.369,0.29,Ch3,Ch4,0
19538,0.086,0.414,0.149,0.351,Ch2,Ch4,0
19539,0.09,0.195,0.476,0.239,Ch3,Ch3,1
19540,0.302,0.266,0.11,0.322,Ch4,Ch2,0
19541,0.078,0.218,0.411,0.293,Ch3,Ch3,1
19542,0.087,0.465,0.084,0.364,Ch2,Ch1,0
19543,0.118,0.137,0.13,0.615,Ch4,Ch2,0
19544,0.093,0.414,0.164,0.329,Ch2,Ch4,0
19545,0.09,0.478,0.086,0.346,Ch2,Ch4,0
19546,0.136,0.127,0.121,0.616,Ch4,Ch1,0
19547,0.208,0.529,0.075,0.188,Ch2,Ch4,0
19548,0.411,0.195,0.11,0.284,Ch1,Ch4,0
19549,0.298,0.119,0.143,0.44,Ch4,Ch4,1
19550,0.081,0.308,0.285,0.326,Ch4,Ch3,0
19551,0.091,0.302,0.161,0.446,Ch4,Ch4,1
19552,0.208,0.246,0.207,0.339,Ch4,Ch4,1
19553,0.114,0.384,0.144,0.358,Ch2,Ch4,0
19554,0.133,0.497,0.192,0.178,Ch2,Ch2,1
19555,0.315,0.141,0.231,0.313,Ch1,Ch4,0
19556,0.249,0.216,0.241,0.294,Ch4,Ch3,0
19557,0.189,0.358,0.118,0.335,Ch2,Ch2,1
19558,0.167,0.511,0.146,0.176,Ch2,Ch2,1
19559,0.341,0.139,0.292,0.228,Ch1,Ch1,1
19560,0.176,0.161,0.152,0.511,Ch4,Ch4,1
19561,0.137,0.317,0.226,0.32,Ch4,Ch3,0
19562,0.288,0.142,0.16,0.41,Ch4,Ch4,1
19563,0.251,0.165,0.258,0.326,Ch4,Ch3,0
19564,0.461,0.119,0.112,0.308,Ch1,Ch1,1
19565,0.194,0.196,0.163,0.447,Ch4,Ch2,0
19566,0.128,0.464,0.119,0.289,Ch2,Ch2,1
19567,0.291,0.359,0.131,0.219,Ch2,Ch2,1
19568,0.18,0.383,0.112,0.325,Ch2,Ch4,0
19569,0.278,0.354,0.129,0.239,Ch2,Ch2,1
19570,0.111,0.515,0.149,0.225,Ch2,Ch2,1
19571,0.342,0.203,0.165,0.29,Ch1,Ch1,1
19572,0.261,0.116,0.342,0.281,Ch3,Ch4,0
19573,0.393,0.162,0.199,0.246,Ch1,Ch4,0
19574,0.182,0.389,0.232,0.197,Ch2,Ch2,1
19575,0.17,0.378,0.09,0.362,Ch2,Ch4,0
19576,0.236,0.259,0.133,0.372,Ch4,Ch4,1
19577,0.129,0.141,0.229,0.501,Ch4,Ch4,1
19578,0.269,0.134,0.266,0.331,Ch4,Ch4,1
19579,0.14,0.149,0.25,0.461,Ch4,Ch4,1
19580,0.151,0.134,0.239,0.476,Ch4,Ch4,1
19581,0.087,0.149,0.498,0.266,Ch3,Ch3,1
19582,0.307,0.122,0.352,0.219,Ch3,Ch3,1
19583,0.244,0.187,0.149,0.42,Ch4,Ch4,1
19584,0.115,0.53,0.13,0.225,Ch2,Ch2,1
19585,0.335,0.266,0.129,0.27,Ch1,Ch4,0
19586,0.137,0.109,0.224,0.53,Ch4,Ch4,1
19587,0.146,0.147,0.33,0.377,Ch4,Ch4,1
19588,0.368,0.172,0.209,0.251,Ch1,Ch1,1
19589,0.333,0.097,0.147,0.423,Ch4,Ch4,1
19590,0.333,0.174,0.274,0.219,Ch1,Ch1,1
19591,0.52,0.156,0.144,0.18,Ch1,Ch2,0
19592,0.129,0.463,0.173,0.235,Ch2,Ch2,1
19593,0.175,0.455,0.148,0.222,Ch2,Ch2,1
19594,0.124,0.431,0.284,0.161,Ch2,Ch2,1
19595,0.186,0.176,0.467,0.171,Ch3,Ch3,1
19596,0.139,0.163,0.465,0.233,Ch3,Ch3,1
19597,0.398,0.174,0.145,0.283,Ch1,Ch1,1
19598,0.299,0.285,0.153,0.263,Ch1,Ch1,1
19599,0.341,0.244,0.125,0.29,Ch1,Ch1,1
19600,0.429,0.136,0.22,0.215,Ch1,Ch1,1
19601,0.13,0.253,0.434,0.183,Ch3,Ch3,1
19602,0.431,0.207,0.201,0.161,Ch1,Ch3,0
19603,0.356,0.237,0.153,0.254,Ch1,Ch2,0
19604,0.108,0.154,0.535,0.203,Ch3,Ch3,1
19605,0.216,0.483,0.116,0.185,Ch2,Ch2,1
19606,0.195,0.359,0.238,0.208,Ch2,Ch2,1
19607,0.122,0.271,0.422,0.185,Ch3,Ch4,0
19608,0.169,0.161,0.215,0.455,Ch4,Ch4,1
19609,0.116,0.246,0.13,0.508,Ch4,Ch3,0
19610,0.133,0.528,0.091,0.248,Ch2,Ch1,0
19611,0.133,0.13,0.156,0.581,Ch4,Ch3,0
19612,0.115,0.291,0.098,0.496,Ch4,Ch4,1
19613,0.196,0.214,0.182,0.408,Ch4,Ch3,0
19614,0.094,0.205,0.251,0.45,Ch4,Ch2,0
19615,0.287,0.119,0.082,0.512,Ch4,Ch1,0
19616,0.165,0.118,0.229,0.488,Ch4,Ch4,1
19617,0.252,0.138,0.123,0.487,Ch4,Ch4,1
19618,0.116,0.204,0.203,0.477,Ch4,Ch3,0
19619,0.089,0.325,0.222,0.364,Ch4,Ch3,0
19620,0.32,0.162,0.113,0.405,Ch4,Ch1,0
19621,0.296,0.114,0.109,0.481,Ch4,Ch4,1
19622,0.195,0.12,0.282,0.403,Ch4,Ch1,0
19623,0.135,0.236,0.199,0.43,Ch4,Ch3,0
19624,0.15,0.353,0.095,0.402,Ch4,Ch2,0
19625,0.172,0.091,0.238,0.499,Ch4,Ch3,0
19626,0.168,0.192,0.134,0.506,Ch4,Ch4,1
19627,0.12,0.132,0.252,0.496,Ch4,Ch4,1
19628,0.214,0.196,0.328,0.262,Ch3,Ch2,0
19629,0.379,0.25,0.122,0.249,Ch1,Ch1,1
19630,0.29,0.393,0.076,0.241,Ch2,Ch2,1
19631,0.365,0.353,0.131,0.151,Ch1,Ch2,0
19632,0.304,0.243,0.206,0.247,Ch1,Ch2,0
19633,0.325,0.382,0.092,0.201,Ch2,Ch2,1
19634,0.284,0.226,0.263,0.227,Ch1,Ch4,0
19635,0.119,0.538,0.183,0.16,Ch2,Ch2,1
19636,0.219,0.222,0.361,0.198,Ch3,Ch3,1
19637,0.239,0.245,0.169,0.347,Ch4,Ch4,1
19638,0.175,0.52,0.129,0.176,Ch2,Ch2,1
19639,0.397,0.119,0.203,0.281,Ch1,Ch4,0
19640,0.535,0.119,0.181,0.165,Ch1,Ch1,1
19641,0.143,0.546,0.106,0.205,Ch2,Ch2,1
19642,0.172,0.204,0.384,0.24,Ch3,Ch4,0
19643,0.169,0.197,0.339,0.295,Ch3,Ch4,0
19644,0.155,0.281,0.393,0.171,Ch3,Ch3,1
19645,0.076,0.423,0.215,0.286,Ch2,Ch4,0
19646,0.209,0.506,0.084,0.201,Ch2,Ch4,0
19647,0.085,0.091,0.54,0.284,Ch3,Ch1,0
19648,0.093,0.279,0.4,0.228,Ch3,Ch1,0
19649,0.074,0.326,0.421,0.179,Ch3,Ch1,0
19650,0.119,0.55,0.095,0.236,Ch2,Ch1,0
19651,0.118,0.136,0.265,0.481,Ch4,Ch2,0
19652,0.14,0.074,0.498,0.288,Ch3,Ch2,0
19653,0.306,0.155,0.343,0.196,Ch3,Ch3,1
19654,0.363,0.092,0.212,0.333,Ch1,Ch3,0
19655,0.097,0.423,0.188,0.292,Ch2,Ch2,1
19656,0.232,0.286,0.079,0.403,Ch4,Ch1,0
19657,0.473,0.079,0.104,0.344,Ch1,Ch4,0
19658,0.109,0.223,0.141,0.527,Ch4,Ch4,1
19659,0.096,0.346,0.175,0.383,Ch4,Ch2,0
19660,0.12,0.148,0.212,0.52,Ch4,Ch2,0
19661,0.16,0.085,0.395,0.36,Ch3,Ch3,1
19662,0.203,0.141,0.153,0.503,Ch4,Ch3,0
19663,0.365,0.1,0.212,0.323,Ch1,Ch1,1
19664,0.255,0.085,0.322,0.338,Ch4,Ch3,0
19665,0.184,0.102,0.395,0.319,Ch3,Ch3,1
19666,0.151,0.191,0.215,0.443,Ch4,Ch2,0
19667,0.38,0.215,0.169,0.236,Ch1,Ch2,0
19668,0.152,0.48,0.163,0.205,Ch2,Ch2,1
19669,0.432,0.158,0.187,0.223,Ch1,Ch2,0
19670,0.169,0.233,0.419,0.179,Ch3,Ch3,1
19671,0.422,0.2,0.173,0.205,Ch1,Ch2,0
19672,0.227,0.473,0.133,0.167,Ch2,Ch1,0
19673,0.184,0.309,0.171,0.336,Ch4,Ch1,0
19674,0.151,0.347,0.169,0.333,Ch2,Ch2,1
19675,0.246,0.167,0.384,0.203,Ch3,Ch3,1
19676,0.11,0.453,0.163,0.274,Ch2,Ch2,1
19677,0.268,0.228,0.162,0.342,Ch4,Ch1,0
19678,0.165,0.196,0.245,0.394,Ch4,Ch3,0
19679,0.458,0.169,0.15,0.223,Ch1,Ch1,1
19680,0.166,0.209,0.187,0.438,Ch4,Ch3,0
19681,0.11,0.497,0.158,0.235,Ch2,Ch2,1
19682,0.114,0.533,0.117,0.236,Ch2,Ch2,1
19683,0.213,0.223,0.253,0.311,Ch4,Ch2,0
19684,0.426,0.182,0.123,0.269,Ch1,Ch1,1
19685,0.073,0.301,0.103,0.523,Ch4,Ch2,0
19686,0.091,0.121,0.61,0.178,Ch3,Ch3,1
19687,0.296,0.17,0.347,0.187,Ch3,Ch4,0
19688,0.244,0.158,0.095,0.503,Ch4,Ch4,1
19689,0.115,0.433,0.08,0.372,Ch2,Ch2,1
19690,0.551,0.108,0.102,0.239,Ch1,Ch1,1
19691,0.088,0.147,0.359,0.406,Ch4,Ch3,0
19692,0.127,0.241,0.292,0.34,Ch4,Ch2,0
19693,0.148,0.418,0.083,0.351,Ch2,Ch4,0
19694,0.319,0.168,0.327,0.186,Ch3,Ch3,1
19695,0.125,0.158,0.144,0.573,Ch4,Ch4,1
19696,0.261,0.164,0.324,0.251,Ch3,Ch4,0
19697,0.307,0.119,0.109,0.465,Ch4,Ch4,1
19698,0.136,0.144,0.144,0.576,Ch4,Ch4,1
19699,0.257,0.126,0.159,0.458,Ch4,Ch4,1
19700,0.109,0.434,0.091,0.366,Ch2,Ch4,0
19701,0.103,0.09,0.537,0.27,Ch3,Ch3,1
19702,0.196,0.159,0.123,0.522,Ch4,Ch4,1
19703,0.333,0.086,0.393,0.188,Ch3,Ch3,1
19704,0.176,0.232,0.194,0.398,Ch4,Ch1,0
19705,0.161,0.149,0.291,0.399,Ch4,Ch2,0
19706,0.167,0.182,0.16,0.491,Ch4,Ch1,0
19707,0.21,0.152,0.256,0.382,Ch4,Ch4,1
19708,0.132,0.415,0.114,0.339,Ch2,Ch2,1
19709,0.106,0.23,0.463,0.201,Ch3,Ch3,1
19710,0.168,0.139,0.375,0.318,Ch3,Ch3,1
19711,0.11,0.219,0.31,0.361,Ch4,Ch2,0
19712,0.398,0.123,0.125,0.354,Ch1,Ch1,1
19713,0.089,0.329,0.364,0.218,Ch3,Ch3,1
19714,0.117,0.489,0.162,0.232,Ch2,Ch2,1
19715,0.309,0.134,0.229,0.328,Ch4,Ch4,1
19716,0.499,0.159,0.151,0.191,Ch1,Ch1,1
19717,0.136,0.377,0.145,0.342,Ch2,Ch4,0
19718,0.161,0.286,0.137,0.416,Ch4,Ch4,1
19719,0.202,0.162,0.245,0.391,Ch4,Ch3,0
19720,0.103,0.239,0.337,0.321,Ch3,Ch3,1
19721,0.144,0.242,0.399,0.215,Ch3,Ch3,1
19722,0.117,0.224,0.323,0.336,Ch4,Ch3,0
19723,0.225,0.223,0.148,0.404,Ch4,Ch4,1
19724,0.345,0.138,0.258,0.259,Ch1,Ch4,0
19725,0.152,0.244,0.302,0.302,Ch3,Ch3,1
19726,0.124,0.142,0.505,0.229,Ch3,Ch1,0
19727,0.195,0.218,0.191,0.396,Ch4,Ch4,1
19728,0.124,0.267,0.244,0.365,Ch4,Ch2,0
19729,0.231,0.144,0.185,0.44,Ch4,Ch4,1
19730,0.143,0.266,0.156,0.435,Ch4,Ch4,1
19731,0.147,0.457,0.1,0.296,Ch2,Ch2,1
19732,0.125,0.367,0.136,0.372,Ch4,Ch4,1
19733,0.109,0.21,0.37,0.311,Ch3,Ch3,1
19734,0.198,0.161,0.145,0.496,Ch4,Ch4,1
19735,0.175,0.229,0.135,0.461,Ch4,Ch4,1
19736,0.237,0.185,0.098,0.48,Ch4,Ch1,0
19737,0.314,0.185,0.337,0.164,Ch3,Ch1,0
19738,0.236,0.339,0.109,0.316,Ch2,Ch2,1
19739,0.119,0.484,0.123,0.274,Ch2,Ch4,0
19740,0.148,0.151,0.442,0.259,Ch3,Ch3,1
19741,0.144,0.265,0.129,0.462,Ch4,Ch4,1
19742,0.103,0.255,0.322,0.32,Ch3,Ch3,1
19743,0.119,0.413,0.125,0.343,Ch2,Ch2,1
19744,0.124,0.144,0.162,0.57,Ch4,Ch4,1
19745,0.102,0.344,0.174,0.38,Ch4,Ch4,1
19746,0.136,0.267,0.122,0.475,Ch4,Ch4,1
19747,0.128,0.102,0.406,0.364,Ch3,Ch4,0
19748,0.108,0.363,0.119,0.41,Ch4,Ch4,1
19749,0.13,0.323,0.131,0.416,Ch4,Ch4,1
19750,0.168,0.159,0.144,0.529,Ch4,Ch4,1
19751,0.183,0.186,0.125,0.506,Ch4,Ch4,1
19752,0.098,0.138,0.403,0.361,Ch3,Ch3,1
19753,0.08,0.372,0.151,0.397,Ch4,Ch4,1
19754,0.123,0.289,0.115,0.473,Ch4,Ch4,1
19755,0.507,0.176,0.091,0.226,Ch1,Ch4,0
19756,0.107,0.127,0.204,0.562,Ch4,Ch4,1
19757,0.13,0.553,0.134,0.183,Ch2,Ch2,1
19758,0.13,0.324,0.105,0.441,Ch4,Ch4,1
19759,0.089,0.407,0.319,0.185,Ch2,Ch2,1
19760,0.099,0.284,0.114,0.503,Ch4,Ch4,1
19761,0.326,0.395,0.072,0.207,Ch2,Ch1,0
19762,0.106,0.349,0.39,0.155,Ch3,Ch2,0
19763,0.089,0.508,0.131,0.272,Ch2,Ch2,1
19764,0.108,0.316,0.153,0.423,Ch4,Ch2,0
19765,0.192,0.259,0.188,0.361,Ch4,Ch1,0
19766,0.329,0.113,0.134,0.424,Ch4,Ch1,0
19767,0.161,0.39,0.1,0.349,Ch2,Ch1,0
19768,0.228,0.284,0.083,0.405,Ch4,Ch1,0
19769,0.122,0.258,0.189,0.431,Ch4,Ch3,0
19770,0.233,0.382,0.098,0.287,Ch2,Ch2,1
19771,0.086,0.565,0.111,0.238,Ch2,Ch2,1
19772,0.106,0.324,0.138,0.432,Ch4,Ch2,0
19773,0.177,0.255,0.149,0.419,Ch4,Ch1,0
19774,0.308,0.151,0.3,0.241,Ch1,Ch1,1
19775,0.099,0.275,0.063,0.563,Ch4,Ch2,0
19776,0.095,0.356,0.1,0.449,Ch4,Ch2,0
19777,0.1,0.232,0.133,0.535,Ch4,Ch2,0
19778,0.243,0.421,0.071,0.265,Ch2,Ch2,1
19779,0.137,0.305,0.345,0.213,Ch3,Ch2,0
19780,0.314,0.32,0.127,0.239,Ch2,Ch4,0
19781,0.519,0.144,0.101,0.236,Ch1,Ch1,1
19782,0.095,0.515,0.181,0.209,Ch2,Ch2,1
19783,0.121,0.269,0.122,0.488,Ch4,Ch4,1
19784,0.109,0.34,0.098,0.453,Ch4,Ch4,1
19785,0.113,0.172,0.283,0.432,Ch4,Ch4,1
19786,0.404,0.131,0.132,0.333,Ch1,Ch4,0
19787,0.282,0.165,0.092,0.461,Ch4,Ch4,1
19788,0.2,0.13,0.162,0.508,Ch4,Ch4,1
19789,0.481,0.11,0.13,0.279,Ch1,Ch4,0
19790,0.122,0.137,0.145,0.596,Ch4,Ch4,1
19791,0.355,0.122,0.289,0.234,Ch1,Ch4,0
19792,0.106,0.61,0.1,0.184,Ch2,Ch2,1
19793,0.141,0.131,0.121,0.607,Ch4,Ch4,1
19794,0.117,0.51,0.089,0.284,Ch2,Ch4,0
19795,0.104,0.151,0.518,0.227,Ch3,Ch4,0
19796,0.542,0.133,0.105,0.22,Ch1,Ch1,1
19797,0.1,0.533,0.187,0.18,Ch2,Ch2,1
19798,0.15,0.099,0.528,0.223,Ch3,Ch3,1
19799,0.089,0.246,0.33,0.335,Ch4,Ch4,1
19800,0.423,0.31,0.139,0.128,Ch1,Ch1,1
19801,0.117,0.433,0.206,0.244,Ch2,Ch4,0
19802,0.053,0.404,0.35,0.193,Ch2,Ch4,0
19803,0.151,0.347,0.362,0.14,Ch3,Ch4,0
19804,0.117,0.294,0.18,0.409,Ch4,Ch4,1
19805,0.123,0.408,0.078,0.391,Ch2,Ch2,1
19806,0.338,0.081,0.373,0.208,Ch3,Ch4,0
19807,0.295,0.151,0.257,0.297,Ch4,Ch4,1
19808,0.104,0.468,0.083,0.345,Ch2,Ch4,0
19809,0.1,0.349,0.155,0.396,Ch4,Ch2,0
19810,0.201,0.464,0.077,0.258,Ch2,Ch4,0
19811,0.486,0.081,0.119,0.314,Ch1,Ch1,1
19812,0.417,0.087,0.11,0.386,Ch1,Ch4,0
19813,0.109,0.392,0.093,0.406,Ch4,Ch4,1
19814,0.132,0.086,0.478,0.304,Ch3,Ch4,0
19815,0.357,0.085,0.349,0.209,Ch1,Ch3,0
19816,0.141,0.466,0.074,0.319,Ch2,Ch4,0
19817,0.073,0.208,0.375,0.344,Ch3,Ch4,0
19818,0.28,0.125,0.382,0.213,Ch3,Ch4,0
19819,0.084,0.247,0.32,0.349,Ch4,Ch4,1
19820,0.11,0.312,0.133,0.445,Ch4,Ch4,1
19821,0.082,0.376,0.363,0.179,Ch2,Ch4,0
19822,0.171,0.123,0.186,0.52,Ch4,Ch4,1
19823,0.102,0.442,0.101,0.355,Ch2,Ch4,0
19824,0.245,0.166,0.107,0.482,Ch4,Ch4,1
19825,0.107,0.221,0.117,0.555,Ch4,Ch4,1
19826,0.201,0.079,0.385,0.335,Ch3,Ch4,0
19827,0.109,0.113,0.421,0.357,Ch3,Ch4,0
19828,0.347,0.101,0.147,0.405,Ch4,Ch4,1
19829,0.124,0.162,0.212,0.502,Ch4,Ch4,1
19830,0.383,0.123,0.095,0.399,Ch4,Ch4,1
19831,0.424,0.086,0.118,0.372,Ch1,Ch4,0
19832,0.103,0.475,0.102,0.32,Ch2,Ch4,0
19833,0.534,0.098,0.116,0.252,Ch1,Ch4,0
19834,0.397,0.122,0.108,0.373,Ch1,Ch4,0
19835,0.117,0.133,0.143,0.607,Ch4,Ch4,1
19836,0.402,0.264,0.108,0.226,Ch1,Ch4,0
19837,0.353,0.123,0.263,0.261,Ch1,Ch1,1
19838,0.095,0.309,0.28,0.316,Ch4,Ch3,0
19839,0.109,0.29,0.27,0.331,Ch4,Ch2,0
19840,0.134,0.516,0.091,0.259,Ch2,Ch2,1
19841,0.282,0.256,0.116,0.346,Ch4,Ch2,0
19842,0.372,0.244,0.137,0.247,Ch1,Ch1,1
19843,0.252,0.265,0.105,0.378,Ch4,Ch2,0
19844,0.248,0.156,0.257,0.339,Ch4,Ch1,0
19845,0.119,0.167,0.431,0.283,Ch3,Ch3,1
19846,0.237,0.279,0.128,0.356,Ch4,Ch1,0
19847,0.147,0.157,0.299,0.397,Ch4,Ch1,0
19848,0.257,0.111,0.282,0.35,Ch4,Ch3,0
19849,0.216,0.143,0.262,0.379,Ch4,Ch1,0
19850,0.473,0.105,0.103,0.319,Ch1,Ch1,1
19851,0.089,0.215,0.389,0.307,Ch3,Ch2,0
19852,0.34,0.24,0.089,0.331,Ch1,Ch1,1
19853,0.23,0.143,0.183,0.444,Ch4,Ch3,0
19854,0.12,0.468,0.111,0.301,Ch2,Ch2,1
19855,0.354,0.106,0.256,0.284,Ch1,Ch3,0
19856,0.116,0.142,0.426,0.316,Ch3,Ch3,1
19857,0.146,0.148,0.421,0.285,Ch3,Ch3,1
19858,0.11,0.4,0.116,0.374,Ch2,Ch2,1
19859,0.127,0.398,0.192,0.283,Ch2,Ch1,0
19860,0.172,0.112,0.311,0.405,Ch4,Ch3,0
19861,0.3,0.148,0.162,0.39,Ch4,Ch1,0
19862,0.407,0.127,0.162,0.304,Ch1,Ch1,1
19863,0.411,0.14,0.128,0.321,Ch1,Ch1,1
19864,0.106,0.248,0.379,0.267,Ch3,Ch2,0
19865,0.127,0.283,0.116,0.474,Ch4,Ch2,0
19866,0.087,0.124,0.521,0.268,Ch3,Ch3,1
19867,0.475,0.162,0.095,0.268,Ch1,Ch1,1
19868,0.111,0.348,0.241,0.3,Ch2,Ch3,0
19869,0.158,0.344,0.12,0.378,Ch4,Ch2,0
19870,0.425,0.112,0.111,0.352,Ch1,Ch1,1
19871,0.102,0.122,0.523,0.253,Ch3,Ch3,1
19872,0.123,0.129,0.198,0.55,Ch4,Ch3,0
19873,0.411,0.126,0.123,0.34,Ch1,Ch1,1
19874,0.207,0.129,0.177,0.487,Ch4,Ch1,0
19875,0.142,0.162,0.409,0.287,Ch3,Ch4,0
19876,0.372,0.23,0.159,0.239,Ch1,Ch3,0
19877,0.169,0.233,0.209,0.389,Ch4,Ch4,1
19878,0.327,0.235,0.162,0.276,Ch1,Ch3,0
19879,0.206,0.228,0.177,0.389,Ch4,Ch1,0
19880,0.135,0.395,0.245,0.225,Ch2,Ch3,0
19881,0.133,0.136,0.416,0.315,Ch3,Ch3,1
19882,0.136,0.267,0.369,0.228,Ch3,Ch3,1
19883,0.17,0.17,0.241,0.419,Ch4,Ch3,0
19884,0.171,0.257,0.141,0.431,Ch4,Ch2,0
19885,0.132,0.159,0.389,0.32,Ch3,Ch3,1
19886,0.137,0.409,0.222,0.232,Ch2,Ch1,0
19887,0.184,0.204,0.27,0.342,Ch4,Ch3,0
19888,0.171,0.221,0.31,0.298,Ch3,Ch3,1
19889,0.17,0.283,0.356,0.191,Ch3,Ch3,1
19890,0.155,0.338,0.188,0.319,Ch2,Ch2,1
19891,0.102,0.281,0.31,0.307,Ch3,Ch3,1
19892,0.353,0.208,0.142,0.297,Ch1,Ch2,0
19893,0.314,0.125,0.217,0.344,Ch4,Ch3,0
19894,0.174,0.514,0.116,0.196,Ch2,Ch2,1
19895,0.312,0.229,0.13,0.329,Ch4,Ch1,0
19896,0.195,0.161,0.139,0.505,Ch4,Ch1,0
19897,0.459,0.156,0.167,0.218,Ch1,Ch1,1
19898,0.256,0.229,0.119,0.396,Ch4,Ch4,1
19899,0.168,0.204,0.142,0.486,Ch4,Ch4,1
19900,0.137,0.115,0.261,0.487,Ch4,Ch4,1
19901,0.47,0.144,0.166,0.22,Ch1,Ch1,1
19902,0.161,0.12,0.526,0.193,Ch3,Ch3,1
19903,0.21,0.127,0.153,0.51,Ch4,Ch4,1
19904,0.115,0.268,0.122,0.495,Ch4,Ch4,1
19905,0.104,0.237,0.205,0.454,Ch4,Ch4,1
19906,0.343,0.316,0.112,0.229,Ch1,Ch1,1
19907,0.377,0.14,0.255,0.228,Ch1,Ch1,1
19908,0.325,0.129,0.167,0.379,Ch4,Ch4,1
19909,0.238,0.158,0.11,0.494,Ch4,Ch4,1
19910,0.361,0.27,0.121,0.248,Ch1,Ch4,0
19911,0.281,0.382,0.11,0.227,Ch2,Ch2,1
19912,0.114,0.132,0.261,0.493,Ch4,Ch4,1
19913,0.159,0.294,0.382,0.165,Ch3,Ch3,1
19914,0.108,0.454,0.276,0.162,Ch2,Ch2,1
19915,0.274,0.155,0.2,0.371,Ch4,Ch4,1
19916,0.169,0.261,0.175,0.395,Ch4,Ch4,1
19917,0.248,0.301,0.128,0.323,Ch4,Ch4,1
19918,0.149,0.139,0.359,0.353,Ch3,Ch3,1
19919,0.36,0.164,0.134,0.342,Ch1,Ch4,0
19920,0.217,0.226,0.134,0.423,Ch4,Ch4,1
19921,0.103,0.451,0.152,0.294,Ch2,Ch2,1
19922,0.259,0.145,0.179,0.417,Ch4,Ch4,1
19923,0.141,0.272,0.174,0.413,Ch4,Ch4,1
19924,0.129,0.161,0.249,0.461,Ch4,Ch4,1
19925,0.138,0.261,0.333,0.268,Ch3,Ch3,1
19926,0.392,0.134,0.154,0.32,Ch1,Ch4,0
19927,0.234,0.238,0.244,0.284,Ch4,Ch3,0
19928,0.154,0.159,0.408,0.279,Ch3,Ch3,1
19929,0.305,0.156,0.125,0.414,Ch4,Ch4,1
19930,0.448,0.136,0.162,0.254,Ch1,Ch1,1
19931,0.268,0.134,0.403,0.195,Ch3,Ch1,0
19932,0.36,0.133,0.156,0.351,Ch1,Ch3,0
19933,0.537,0.133,0.093,0.237,Ch1,Ch2,0
19934,0.189,0.545,0.094,0.172,Ch2,Ch1,0
19935,0.157,0.093,0.462,0.288,Ch3,Ch3,1
19936,0.114,0.162,0.564,0.16,Ch3,Ch1,0
19937,0.383,0.093,0.15,0.374,Ch1,Ch1,1
19938,0.164,0.382,0.11,0.344,Ch2,Ch2,1
19939,0.534,0.124,0.077,0.265,Ch1,Ch2,0
19940,0.494,0.119,0.117,0.27,Ch1,Ch1,1
19941,0.188,0.085,0.119,0.608,Ch4,Ch1,0
19942,0.1,0.167,0.555,0.178,Ch3,Ch3,1
19943,0.093,0.57,0.135,0.202,Ch2,Ch3,0
19944,0.075,0.112,0.57,0.243,Ch3,Ch2,0
19945,0.175,0.546,0.107,0.172,Ch2,Ch1,0
19946,0.132,0.098,0.143,0.627,Ch4,Ch1,0
19947,0.257,0.416,0.077,0.25,Ch2,Ch2,1
19948,0.083,0.56,0.084,0.273,Ch2,Ch3,0
19949,0.093,0.147,0.098,0.662,Ch4,Ch2,0
19950,0.115,0.089,0.558,0.238,Ch3,Ch1,0
19951,0.128,0.261,0.143,0.468,Ch4,Ch2,0
