Task,Ch1,Ch2,Ch3,Ch4,test,,Ch1,Ch2,Ch3,Ch4,,
11,0.246,0.198,0.164,0.392,Ch4,,0,0,0,1,Ch4,1
12,0.154,0.162,0.16,0.524,Ch4,,0,0,0,1,Ch4,1
13,0.136,0.206,0.184,0.474,Ch4,,0,0,0,1,Ch4,1
13,0.16,0.17,0.124,0.546,Ch4,,0,0,0,1,Ch4,1
14,0.408,0.164,0.2,0.228,Ch1,,1,0,0,0,Ch1,1
15,0.148,0.056,0.016,0.78,Ch4,,0,0,0,1,Ch4,1
16,0.086,0.062,0.02,0.832,Ch4,,0,0,0,1,Ch4,1
17,0.152,0.236,0.154,0.458,Ch4,,0,0,0,1,Ch4,1
2,0.18,0.176,0.098,0.546,Ch4,,0,0,0,1,Ch4,1
3,0.13,0.352,0.032,0.486,Ch4,,1,0,0,0,Ch1,0
5,0.108,0.59,0.148,0.154,Ch2,,0,1,0,0,Ch2,1
10,0.148,0.374,0.11,0.368,Ch2,,0,0,0,1,Ch4,0
10,0.402,0.232,0.018,0.348,Ch1,,0,0,0,1,Ch4,0
13,0.218,0.456,0.136,0.19,Ch2,,0,1,0,0,Ch2,1
13,0.514,0.26,0.028,0.198,Ch1,,0,1,0,0,Ch2,0
14,0.454,0.31,0.04,0.196,Ch1,,1,0,0,0,Ch1,1
16,0.136,0.186,0.482,0.196,Ch3,,0,0,1,0,Ch3,1
18,0.578,0.142,0.098,0.182,Ch1,,1,0,0,0,Ch1,1
19,0.184,0.432,0.146,0.238,Ch2,,0,1,0,0,Ch2,1
1,0.152,0.5,0.158,0.19,Ch2,,0,1,0,0,Ch2,1
1,0.066,0.198,0.054,0.682,Ch4,,0,1,0,0,Ch2,0
2,0.07,0.152,0.04,0.738,Ch4,,0,1,0,0,Ch2,0
3,0.078,0.158,0.114,0.65,Ch4,,0,0,0,1,Ch4,1
8,0.1,0.444,0.138,0.318,Ch2,,0,1,0,0,Ch2,1
11,0.104,0.18,0.104,0.612,Ch4,,0,0,0,1,Ch4,1
11,0.016,0.168,0.104,0.712,Ch4,,0,0,0,1,Ch4,1
12,0.164,0.138,0.128,0.57,Ch4,,0,0,0,1,Ch4,1
12,0.014,0.18,0.052,0.754,Ch4,,0,0,0,1,Ch4,1
13,0.124,0.15,0.114,0.612,Ch4,,0,0,0,1,Ch4,1
15,0.11,0.17,0.07,0.65,Ch4,,0,0,0,1,Ch4,1
16,0.052,0.192,0.166,0.59,Ch4,,0,0,0,1,Ch4,1
16,0.014,0.232,0.026,0.728,Ch4,,0,0,0,1,Ch4,1
1,0.162,0.258,0.122,0.458,Ch4,,0,0,0,1,Ch4,1
2,0.338,0.172,0.102,0.388,Ch4,,1,0,0,0,Ch1,0
2,0.444,0.154,0.088,0.314,Ch1,,1,0,0,0,Ch1,1
5,0.078,0.128,0.138,0.656,Ch4,,0,0,0,1,Ch4,1
6,0.126,0.078,0.172,0.624,Ch4,,0,0,0,1,Ch4,1
7,0.256,0.112,0.154,0.478,Ch4,,0,0,0,1,Ch4,1
7,0.266,0.106,0.126,0.502,Ch4,,0,0,0,1,Ch4,1
8,0.024,0.096,0.016,0.864,Ch4,,1,0,0,0,Ch1,0
11,0.106,0.154,0.13,0.61,Ch4,,0,0,0,1,Ch4,1
11,0.11,0.18,0.154,0.556,Ch4,,0,0,0,1,Ch4,1
11,0.168,0.152,0.124,0.556,Ch4,,0,0,0,1,Ch4,1
12,0.114,0.126,0.104,0.656,Ch4,,0,0,0,1,Ch4,1
12,0.068,0.038,0.012,0.882,Ch4,,0,0,0,1,Ch4,1
13,0.362,0.092,0.1,0.446,Ch4,,1,0,0,0,Ch1,0
17,0.11,0.108,0.072,0.71,Ch4,,0,0,0,1,Ch4,1
18,0.112,0.144,0.086,0.658,Ch4,,0,0,0,1,Ch4,1
2,0.264,0.202,0.424,0.11,Ch3,,0,0,1,0,Ch3,1
2,0.362,0.506,0.048,0.084,Ch2,,0,0,1,0,Ch3,0
4,0.462,0.372,0.074,0.092,Ch1,,1,0,0,0,Ch1,1
5,0.188,0.608,0.078,0.126,Ch2,,0,1,0,0,Ch2,1
6,0.246,0.446,0.184,0.124,Ch2,,0,1,0,0,Ch2,1
6,0.324,0.454,0.11,0.112,Ch2,,0,1,0,0,Ch2,1
10,0.474,0.236,0.16,0.13,Ch1,,1,0,0,0,Ch1,1
11,0.474,0.252,0.144,0.13,Ch1,,1,0,0,0,Ch1,1
12,0.18,0.312,0.358,0.15,Ch3,,0,0,1,0,Ch3,1
13,0.378,0.21,0.276,0.136,Ch1,,1,0,0,0,Ch1,1
13,0.37,0.36,0.152,0.118,Ch1,,1,0,0,0,Ch1,1
15,0.374,0.226,0.208,0.192,Ch1,,1,0,0,0,Ch1,1
17,0.244,0.468,0.178,0.11,Ch2,,0,1,0,0,Ch2,1
17,0.188,0.55,0.17,0.092,Ch2,,0,1,0,0,Ch2,1
19,0.148,0.208,0.41,0.234,Ch3,,0,0,1,0,Ch3,1
19,0.164,0.584,0.1,0.152,Ch2,,0,0,1,0,Ch3,0
2,0.284,0.146,0.478,0.092,Ch3,,1,0,0,0,Ch1,0
3,0.534,0.158,0.198,0.11,Ch1,,1,0,0,0,Ch1,1
4,0.128,0.156,0.626,0.09,Ch3,,0,0,1,0,Ch3,1
5,0.252,0.224,0.42,0.104,Ch3,,0,1,0,0,Ch2,0
8,0.172,0.558,0.158,0.112,Ch2,,0,1,0,0,Ch2,1
11,0.166,0.444,0.238,0.152,Ch2,,0,1,0,0,Ch2,1
11,0.158,0.19,0.526,0.126,Ch3,,0,1,0,0,Ch2,0
12,0.246,0.178,0.45,0.126,Ch3,,0,1,0,0,Ch2,0
13,0.52,0.184,0.184,0.112,Ch1,,1,0,0,0,Ch1,1
14,0.186,0.14,0.54,0.134,Ch3,,0,0,1,0,Ch3,1
14,0.238,0.188,0.456,0.118,Ch3,,0,0,1,0,Ch3,1
17,0.214,0.434,0.212,0.14,Ch2,,0,1,0,0,Ch2,1
17,0.2,0.408,0.194,0.198,Ch2,,0,1,0,0,Ch2,1
17,0.236,0.274,0.376,0.114,Ch3,,0,1,0,0,Ch2,0
18,0.4,0.242,0.182,0.176,Ch1,,1,0,0,0,Ch1,1
19,0.17,0.3,0.384,0.146,Ch3,,0,0,1,0,Ch3,1
19,0.182,0.246,0.41,0.162,Ch3,,0,0,1,0,Ch3,1
2,0.16,0.108,0.486,0.246,Ch3,,0,0,1,0,Ch3,1
3,0.388,0.148,0.142,0.322,Ch1,,1,0,0,0,Ch1,1
4,0.304,0.084,0.18,0.432,Ch4,,1,0,0,0,Ch1,0
6,0.154,0.132,0.064,0.65,Ch4,,0,0,0,1,Ch4,1
7,0.188,0.392,0.118,0.302,Ch2,,0,1,0,0,Ch2,1
9,0.154,0.14,0.172,0.534,Ch4,,0,0,0,1,Ch4,1
9,0.18,0.146,0.152,0.522,Ch4,,0,0,0,1,Ch4,1
11,0.142,0.244,0.126,0.488,Ch4,,0,0,0,1,Ch4,1
12,0.466,0.19,0.126,0.218,Ch1,,1,0,0,0,Ch1,1
13,0.516,0.148,0.084,0.252,Ch1,,1,0,0,0,Ch1,1
16,0.114,0.506,0.066,0.314,Ch2,,0,1,0,0,Ch2,1
17,0.188,0.172,0.41,0.23,Ch3,,0,0,1,0,Ch3,1
19,0.128,0.37,0.18,0.322,Ch2,,0,1,0,0,Ch2,1
1,0.094,0.184,0.242,0.48,Ch4,,0,0,0,1,Ch4,1
2,0.078,0.18,0.23,0.512,Ch4,,0,0,0,1,Ch4,1
5,0.192,0.448,0.172,0.188,Ch2,,0,1,0,0,Ch2,1
5,0.098,0.154,0.35,0.398,Ch4,,0,1,0,0,Ch2,0
9,0.142,0.43,0.188,0.24,Ch2,,0,1,0,0,Ch2,1
10,0.16,0.272,0.378,0.19,Ch3,,0,0,1,0,Ch3,1
10,0.064,0.224,0.068,0.644,Ch4,,0,0,1,0,Ch3,0
12,0.236,0.28,0.174,0.31,Ch4,,0,1,0,0,Ch2,0
12,0.176,0.39,0.186,0.248,Ch2,,0,1,0,0,Ch2,1
15,0.154,0.156,0.09,0.6,Ch4,,0,0,0,1,Ch4,1
17,0.118,0.144,0.12,0.618,Ch4,,0,0,0,1,Ch4,1
18,0.028,0.144,0.022,0.806,Ch4,,1,0,0,0,Ch1,0
19,0.162,0.186,0.168,0.484,Ch4,,0,0,0,1,Ch4,1
19,0.15,0.166,0.224,0.46,Ch4,,0,0,0,1,Ch4,1
1,0.28,0.394,0.262,0.064,Ch2,,0,0,1,0,Ch3,0
4,0.312,0.176,0.432,0.08,Ch3,,0,0,1,0,Ch3,1
5,0.26,0.144,0.518,0.078,Ch3,,0,0,1,0,Ch3,1
6,0.184,0.112,0.616,0.088,Ch3,,0,0,1,0,Ch3,1
7,0.498,0.22,0.164,0.118,Ch1,,1,0,0,0,Ch1,1
8,0.418,0.242,0.22,0.12,Ch1,,1,0,0,0,Ch1,1
8,0.59,0.192,0.158,0.06,Ch1,,1,0,0,0,Ch1,1
11,0.588,0.158,0.132,0.122,Ch1,,1,0,0,0,Ch1,1
12,0.266,0.46,0.18,0.094,Ch2,,0,1,0,0,Ch2,1
13,0.244,0.504,0.174,0.078,Ch2,,0,1,0,0,Ch2,1
14,0.492,0.204,0.142,0.162,Ch1,,1,0,0,0,Ch1,1
15,0.618,0.238,0.04,0.104,Ch1,,1,0,0,0,Ch1,1
17,0.22,0.204,0.408,0.168,Ch3,,0,0,1,0,Ch3,1
17,0.584,0.22,0.052,0.144,Ch1,,0,0,1,0,Ch3,0
18,0.458,0.222,0.054,0.266,Ch1,,0,1,0,0,Ch2,0
19,0.252,0.142,0.162,0.444,Ch4,,0,0,0,1,Ch4,1
1,0.48,0.13,0.17,0.22,Ch1,,1,0,0,0,Ch1,1
5,0.454,0.134,0.132,0.28,Ch1,,1,0,0,0,Ch1,1
6,0.57,0.11,0.14,0.18,Ch1,,1,0,0,0,Ch1,1
7,0.38,0.134,0.248,0.238,Ch1,,1,0,0,0,Ch1,1
8,0.16,0.116,0.502,0.222,Ch3,,0,0,1,0,Ch3,1
9,0.146,0.172,0.526,0.156,Ch3,,0,0,1,0,Ch3,1
9,0.496,0.114,0.22,0.17,Ch1,,0,0,1,0,Ch3,0
11,0.496,0.154,0.186,0.164,Ch1,,0,0,1,0,Ch3,0
12,0.22,0.116,0.462,0.202,Ch3,,0,0,1,0,Ch3,1
16,0.322,0.372,0.176,0.13,Ch2,,0,1,0,0,Ch2,1
16,0.22,0.402,0.19,0.188,Ch2,,0,1,0,0,Ch2,1
17,0.186,0.61,0.038,0.166,Ch2,,0,0,1,0,Ch3,0
19,0.254,0.408,0.182,0.156,Ch2,,0,1,0,0,Ch2,1
2,0.136,0.218,0.462,0.184,Ch3,,0,0,1,0,Ch3,1
2,0.162,0.222,0.426,0.19,Ch3,,0,0,1,0,Ch3,1
2,0.3,0.214,0.358,0.128,Ch3,,0,0,1,0,Ch3,1
3,0.122,0.242,0.434,0.202,Ch3,,0,0,1,0,Ch3,1
3,0.122,0.214,0.456,0.208,Ch3,,0,0,1,0,Ch3,1
4,0.13,0.338,0.452,0.08,Ch3,,0,0,1,0,Ch3,1
6,0.14,0.17,0.488,0.202,Ch3,,0,0,1,0,Ch3,1
7,0.044,0.484,0.316,0.156,Ch2,,1,0,0,0,Ch1,0
10,0.136,0.496,0.196,0.172,Ch2,,0,1,0,0,Ch2,1
12,0.048,0.706,0.094,0.152,Ch2,,0,1,0,0,Ch2,1
13,0.056,0.696,0.092,0.156,Ch2,,0,1,0,0,Ch2,1
17,0.092,0.476,0.284,0.148,Ch2,,0,0,0,1,Ch4,0
2,0.034,0.052,0.2,0.714,Ch4,,0,0,0,1,Ch4,1
3,0.164,0.108,0.408,0.32,Ch3,,0,0,1,0,Ch3,1
6,0.142,0.188,0.17,0.5,Ch4,,0,0,0,1,Ch4,1
7,0.05,0.112,0.028,0.81,Ch4,,1,0,0,0,Ch1,0
8,0.038,0.162,0.028,0.772,Ch4,,0,1,0,0,Ch2,0
9,0.16,0.444,0.114,0.282,Ch2,,0,1,0,0,Ch2,1
11,0.114,0.118,0.422,0.346,Ch3,,0,0,1,0,Ch3,1
11,0.15,0.17,0.434,0.246,Ch3,,0,0,1,0,Ch3,1
11,0.042,0.104,0.022,0.832,Ch4,,0,0,1,0,Ch3,0
12,0.036,0.098,0.028,0.838,Ch4,,0,0,1,0,Ch3,0
15,0.192,0.464,0.128,0.216,Ch2,,0,1,0,0,Ch2,1
17,0.13,0.184,0.156,0.53,Ch4,,0,0,0,1,Ch4,1
19,0.22,0.174,0.238,0.368,Ch4,,0,0,0,1,Ch4,1
19,0.166,0.168,0.146,0.52,Ch4,,0,0,0,1,Ch4,1
3,0.128,0.642,0.084,0.146,Ch2,,0,1,0,0,Ch2,1
5,0.158,0.36,0.222,0.26,Ch2,,0,1,0,0,Ch2,1
5,0.188,0.352,0.244,0.216,Ch2,,0,1,0,0,Ch2,1
5,0.172,0.318,0.312,0.198,Ch2,,0,1,0,0,Ch2,1
6,0.17,0.248,0.314,0.268,Ch3,,0,0,1,0,Ch3,1
6,0.18,0.202,0.468,0.15,Ch3,,0,0,1,0,Ch3,1
7,0.118,0.244,0.374,0.264,Ch3,,0,0,1,0,Ch3,1
9,0.348,0.16,0.178,0.314,Ch1,,1,0,0,0,Ch1,1
9,0.13,0.246,0.29,0.334,Ch4,,1,0,0,0,Ch1,0
10,0.362,0.238,0.22,0.18,Ch1,,1,0,0,0,Ch1,1
10,0.26,0.228,0.212,0.3,Ch4,,1,0,0,0,Ch1,0
10,0.25,0.258,0.262,0.23,Ch3,,1,0,0,0,Ch1,0
11,0.176,0.16,0.288,0.376,Ch4,,0,0,1,0,Ch3,0
12,0.174,0.218,0.336,0.272,Ch3,,0,0,1,0,Ch3,1
12,0.094,0.322,0.316,0.268,Ch2,,0,0,1,0,Ch3,0
16,0.148,0.384,0.252,0.216,Ch2,,0,1,0,0,Ch2,1
18,0.296,0.278,0.248,0.178,Ch1,,1,0,0,0,Ch1,1
18,0.146,0.318,0.148,0.388,Ch4,,1,0,0,0,Ch1,0
19,0.318,0.208,0.218,0.256,Ch1,,1,0,0,0,Ch1,1
2,0.188,0.238,0.344,0.23,Ch3,,0,0,1,0,Ch3,1
2,0.21,0.206,0.324,0.26,Ch3,,0,0,1,0,Ch3,1
2,0.08,0.314,0.068,0.538,Ch4,,0,0,1,0,Ch3,0
3,0.184,0.15,0.166,0.5,Ch4,,0,0,0,1,Ch4,1
4,0.14,0.55,0.154,0.156,Ch2,,0,1,0,0,Ch2,1
7,0.144,0.196,0.128,0.532,Ch4,,0,0,0,1,Ch4,1
8,0.234,0.262,0.144,0.36,Ch4,,0,0,0,1,Ch4,1
10,0.168,0.26,0.142,0.43,Ch4,,0,0,0,1,Ch4,1
10,0.026,0.29,0.104,0.58,Ch4,,0,0,0,1,Ch4,1
12,0.124,0.19,0.112,0.574,Ch4,,0,0,0,1,Ch4,1
12,0.024,0.378,0.05,0.548,Ch4,,0,0,0,1,Ch4,1
14,0.238,0.478,0.11,0.174,Ch2,,0,1,0,0,Ch2,1
16,0.16,0.44,0.104,0.296,Ch2,,0,1,0,0,Ch2,1
2,0.076,0.172,0.114,0.638,Ch4,,0,0,0,1,Ch4,1
3,0.132,0.168,0.174,0.526,Ch4,,0,0,0,1,Ch4,1
3,0.124,0.16,0.17,0.546,Ch4,,0,0,0,1,Ch4,1
4,0.092,0.482,0.096,0.33,Ch2,,0,1,0,0,Ch2,1
4,0.048,0.172,0.074,0.706,Ch4,,0,1,0,0,Ch2,0
6,0.012,0.276,0.042,0.67,Ch4,,0,1,0,0,Ch2,0
9,0.098,0.188,0.132,0.582,Ch4,,0,0,0,1,Ch4,1
10,0.118,0.204,0.464,0.214,Ch3,,0,0,1,0,Ch3,1
12,0.112,0.19,0.096,0.602,Ch4,,0,0,0,1,Ch4,1
13,0.126,0.21,0.14,0.524,Ch4,,0,0,0,1,Ch4,1
13,0.006,0.028,0.022,0.944,Ch4,,0,0,0,1,Ch4,1
14,0.102,0.27,0.068,0.56,Ch4,,0,0,0,1,Ch4,1
16,0.01,0.036,0.022,0.932,Ch4,,0,1,0,0,Ch2,0
19,0.032,0.07,0.034,0.864,Ch4,,0,1,0,0,Ch2,0
1,0.144,0.204,0.108,0.544,Ch4,,0,0,0,1,Ch4,1
2,0.448,0.172,0.172,0.208,Ch1,,1,0,0,0,Ch1,1
3,0.518,0.172,0.146,0.164,Ch1,,1,0,0,0,Ch1,1
4,0.496,0.096,0.028,0.38,Ch1,,0,1,0,0,Ch2,0
6,0.196,0.128,0.138,0.538,Ch4,,0,0,0,1,Ch4,1
8,0.222,0.432,0.096,0.25,Ch2,,0,1,0,0,Ch2,1
11,0.198,0.226,0.11,0.466,Ch4,,0,0,0,1,Ch4,1
13,0.472,0.134,0.126,0.268,Ch1,,1,0,0,0,Ch1,1
14,0.348,0.054,0.08,0.518,Ch4,,0,1,0,0,Ch2,0
16,0.468,0.248,0.158,0.126,Ch1,,1,0,0,0,Ch1,1
16,0.378,0.174,0.168,0.28,Ch1,,1,0,0,0,Ch1,1
19,0.2,0.084,0.092,0.624,Ch4,,0,1,0,0,Ch2,0
1,0.194,0.186,0.138,0.482,Ch4,,0,1,0,0,Ch2,0
3,0.194,0.194,0.132,0.48,Ch4,,0,1,0,0,Ch2,0
4,0.616,0.156,0.108,0.12,Ch1,,1,0,0,0,Ch1,1
4,0.204,0.18,0.134,0.482,Ch4,,1,0,0,0,Ch1,0
9,0.604,0.116,0.102,0.178,Ch1,,1,0,0,0,Ch1,1
12,0.162,0.338,0.214,0.286,Ch2,,0,1,0,0,Ch2,1
14,0.106,0.104,0.6,0.19,Ch3,,0,0,1,0,Ch3,1
15,0.18,0.234,0.176,0.41,Ch4,,0,0,0,1,Ch4,1
15,0.254,0.146,0.422,0.178,Ch3,,0,0,0,1,Ch4,0
17,0.156,0.122,0.156,0.566,Ch4,,0,0,0,1,Ch4,1
1,0.138,0.178,0.556,0.128,Ch3,,0,0,1,0,Ch3,1
2,0.208,0.264,0.398,0.13,Ch3,,0,0,1,0,Ch3,1
2,0.206,0.196,0.42,0.178,Ch3,,0,0,1,0,Ch3,1
3,0.174,0.172,0.51,0.144,Ch3,,0,0,1,0,Ch3,1
4,0.146,0.234,0.506,0.114,Ch3,,0,0,1,0,Ch3,1
5,0.156,0.512,0.2,0.132,Ch2,,0,1,0,0,Ch2,1
6,0.45,0.178,0.246,0.126,Ch1,,1,0,0,0,Ch1,1
7,0.152,0.212,0.474,0.162,Ch3,,0,0,1,0,Ch3,1
8,0.144,0.164,0.502,0.19,Ch3,,0,0,1,0,Ch3,1
8,0.314,0.27,0.284,0.132,Ch1,,0,0,1,0,Ch3,0
9,0.354,0.278,0.236,0.132,Ch1,,0,0,1,0,Ch3,0
10,0.454,0.21,0.188,0.148,Ch1,,1,0,0,0,Ch1,1
12,0.276,0.462,0.114,0.148,Ch2,,0,1,0,0,Ch2,1
13,0.196,0.448,0.18,0.176,Ch2,,0,1,0,0,Ch2,1
16,0.31,0.342,0.21,0.138,Ch2,,1,0,0,0,Ch1,0
17,0.27,0.212,0.364,0.154,Ch3,,0,0,1,0,Ch3,1
18,0.27,0.416,0.222,0.092,Ch2,,1,0,0,0,Ch1,0
18,0.39,0.276,0.162,0.172,Ch1,,1,0,0,0,Ch1,1
19,0.322,0.2,0.346,0.132,Ch3,,0,0,1,0,Ch3,1
1,0.232,0.524,0.18,0.064,Ch2,,0,0,1,0,Ch3,0
4,0.124,0.508,0.286,0.082,Ch2,,0,1,0,0,Ch2,1
5,0.16,0.48,0.284,0.076,Ch2,,0,0,1,0,Ch3,0
8,0.212,0.15,0.532,0.106,Ch3,,0,0,1,0,Ch3,1
8,0.208,0.288,0.416,0.088,Ch3,,0,0,1,0,Ch3,1
9,0.14,0.258,0.502,0.1,Ch3,,0,0,1,0,Ch3,1
11,0.268,0.306,0.254,0.172,Ch2,,0,1,0,0,Ch2,1
11,0.258,0.334,0.24,0.168,Ch2,,0,1,0,0,Ch2,1
13,0.26,0.178,0.38,0.182,Ch3,,0,0,1,0,Ch3,1
13,0.25,0.164,0.41,0.176,Ch3,,0,0,1,0,Ch3,1
14,0.438,0.122,0.322,0.118,Ch1,,1,0,0,0,Ch1,1
14,0.1,0.142,0.666,0.092,Ch3,,1,0,0,0,Ch1,0
16,0.17,0.18,0.486,0.164,Ch3,,0,0,1,0,Ch3,1
18,0.244,0.212,0.408,0.136,Ch3,,0,0,1,0,Ch3,1
18,0.266,0.154,0.38,0.2,Ch3,,0,0,1,0,Ch3,1
6,0.17,0.12,0.108,0.602,Ch4,,0,0,0,1,Ch4,1
7,0.13,0.138,0.094,0.638,Ch4,,0,0,0,1,Ch4,1
7,0.16,0.102,0.114,0.624,Ch4,,0,0,0,1,Ch4,1
7,0.216,0.134,0.092,0.558,Ch4,,0,0,0,1,Ch4,1
9,0.106,0.1,0.104,0.69,Ch4,,0,0,0,1,Ch4,1
10,0.102,0.116,0.146,0.636,Ch4,,0,0,0,1,Ch4,1
10,0.12,0.114,0.202,0.564,Ch4,,0,0,0,1,Ch4,1
10,0.03,0.016,0.036,0.918,Ch4,,0,0,0,1,Ch4,1
12,0.06,0.018,0.044,0.878,Ch4,,0,0,0,1,Ch4,1
14,0.12,0.116,0.49,0.274,Ch3,,0,0,1,0,Ch3,1
15,0.084,0.106,0.148,0.662,Ch4,,0,0,0,1,Ch4,1
16,0.112,0.09,0.17,0.628,Ch4,,0,0,0,1,Ch4,1
16,0.156,0.098,0.112,0.634,Ch4,,0,0,0,1,Ch4,1
16,0.032,0.016,0.092,0.86,Ch4,,0,0,0,1,Ch4,1
17,0.108,0.118,0.15,0.624,Ch4,,0,0,0,1,Ch4,1
17,0.14,0.148,0.104,0.608,Ch4,,0,0,0,1,Ch4,1
18,0.128,0.116,0.138,0.618,Ch4,,0,0,0,1,Ch4,1
2,0.176,0.118,0.086,0.62,Ch4,,0,0,0,1,Ch4,1
5,0.21,0.064,0.034,0.692,Ch4,,0,0,0,1,Ch4,1
6,0.142,0.124,0.136,0.598,Ch4,,0,0,0,1,Ch4,1
7,0.134,0.098,0.138,0.63,Ch4,,0,0,0,1,Ch4,1
8,0.094,0.096,0.216,0.594,Ch4,,0,0,0,1,Ch4,1
8,0.038,0.032,0.03,0.9,Ch4,,0,0,0,1,Ch4,1
9,0.126,0.14,0.066,0.668,Ch4,,0,0,0,1,Ch4,1
11,0.12,0.192,0.12,0.568,Ch4,,0,0,0,1,Ch4,1
11,0.152,0.148,0.108,0.592,Ch4,,0,0,0,1,Ch4,1
12,0.12,0.12,0.126,0.634,Ch4,,0,0,0,1,Ch4,1
12,0.016,0.032,0.022,0.93,Ch4,,0,0,0,1,Ch4,1
14,0.01,0.024,0.026,0.94,Ch4,,0,0,0,1,Ch4,1
15,0.102,0.1,0.122,0.676,Ch4,,0,0,0,1,Ch4,1
15,0.01,0.026,0.024,0.94,Ch4,,0,0,0,1,Ch4,1
18,0.094,0.112,0.182,0.612,Ch4,,0,0,0,1,Ch4,1
19,0.012,0.08,0.05,0.858,Ch4,,0,0,0,1,Ch4,1
2,0.168,0.368,0.154,0.31,Ch2,,0,1,0,0,Ch2,1
2,0.202,0.35,0.142,0.306,Ch2,,0,1,0,0,Ch2,1
4,0.122,0.418,0.35,0.11,Ch2,,0,1,0,0,Ch2,1
5,0.154,0.126,0.18,0.54,Ch4,,0,0,0,1,Ch4,1
6,0.376,0.214,0.17,0.24,Ch1,,1,0,0,0,Ch1,1
8,0.154,0.222,0.106,0.518,Ch4,,0,0,0,1,Ch4,1
9,0.472,0.096,0.152,0.28,Ch1,,1,0,0,0,Ch1,1
13,0.508,0.172,0.114,0.206,Ch1,,1,0,0,0,Ch1,1
14,0.296,0.058,0.22,0.426,Ch4,,0,0,0,1,Ch4,1
15,0.348,0.212,0.126,0.314,Ch1,,1,0,0,0,Ch1,1
15,0.254,0.068,0.306,0.372,Ch4,,1,0,0,0,Ch1,0
16,0.24,0.176,0.35,0.234,Ch3,,0,0,1,0,Ch3,1
17,0.168,0.164,0.422,0.246,Ch3,,0,0,1,0,Ch3,1
18,0.182,0.182,0.388,0.248,Ch3,,0,0,1,0,Ch3,1
18,0.268,0.064,0.346,0.322,Ch3,,0,0,1,0,Ch3,1
3,0.19,0.206,0.116,0.488,Ch4,,0,0,0,1,Ch4,1
4,0.504,0.172,0.162,0.162,Ch1,,1,0,0,0,Ch1,1
4,0.524,0.138,0.168,0.17,Ch1,,1,0,0,0,Ch1,1
5,0.338,0.092,0.02,0.55,Ch4,,0,1,0,0,Ch2,0
7,0.58,0.112,0.122,0.186,Ch1,,1,0,0,0,Ch1,1
10,0.178,0.124,0.156,0.542,Ch4,,0,0,0,1,Ch4,1
10,0.166,0.128,0.164,0.542,Ch4,,0,0,0,1,Ch4,1
14,0.106,0.134,0.12,0.64,Ch4,,0,0,0,1,Ch4,1
16,0.112,0.148,0.156,0.584,Ch4,,0,0,0,1,Ch4,1
16,0.156,0.182,0.17,0.492,Ch4,,0,0,0,1,Ch4,1
18,0.166,0.112,0.098,0.624,Ch4,,0,0,0,1,Ch4,1
3,0.15,0.42,0.236,0.194,Ch2,,0,1,0,0,Ch2,1
3,0.182,0.408,0.228,0.182,Ch2,,0,1,0,0,Ch2,1
5,0.144,0.458,0.254,0.144,Ch2,,0,1,0,0,Ch2,1
7,0.162,0.138,0.532,0.168,Ch3,,0,0,1,0,Ch3,1
8,0.088,0.258,0.53,0.124,Ch3,,0,1,0,0,Ch2,0
10,0.112,0.202,0.208,0.478,Ch4,,0,0,0,1,Ch4,1
10,0.09,0.248,0.518,0.144,Ch3,,0,0,0,1,Ch4,0
14,0.462,0.17,0.194,0.174,Ch1,,1,0,0,0,Ch1,1
15,0.13,0.204,0.436,0.23,Ch3,,0,0,1,0,Ch3,1
16,0.226,0.196,0.408,0.17,Ch3,,0,0,1,0,Ch3,1
17,0.072,0.186,0.24,0.502,Ch4,,0,0,0,1,Ch4,1
19,0.378,0.176,0.196,0.25,Ch1,,1,0,0,0,Ch1,1
1,0.138,0.534,0.166,0.162,Ch2,,0,1,0,0,Ch2,1
2,0.26,0.412,0.164,0.164,Ch2,,0,1,0,0,Ch2,1
2,0.222,0.338,0.232,0.208,Ch2,,0,1,0,0,Ch2,1
3,0.202,0.228,0.396,0.174,Ch3,,0,0,1,0,Ch3,1
3,0.178,0.232,0.43,0.16,Ch3,,0,0,1,0,Ch3,1
7,0.02,0.558,0.218,0.204,Ch2,,0,0,1,0,Ch3,0
8,0.134,0.442,0.152,0.272,Ch2,,0,1,0,0,Ch2,1
8,0.036,0.504,0.252,0.208,Ch2,,0,1,0,0,Ch2,1
12,0.132,0.326,0.238,0.304,Ch2,,0,1,0,0,Ch2,1
12,0.124,0.46,0.22,0.196,Ch2,,0,1,0,0,Ch2,1
13,0.104,0.384,0.236,0.276,Ch2,,0,1,0,0,Ch2,1
13,0.114,0.486,0.216,0.184,Ch2,,0,1,0,0,Ch2,1
15,0.204,0.476,0.118,0.202,Ch2,,0,1,0,0,Ch2,1
16,0.378,0.3,0.168,0.154,Ch1,,1,0,0,0,Ch1,1
16,0.006,0.59,0.068,0.336,Ch2,,1,0,0,0,Ch1,0
17,0.128,0.28,0.18,0.412,Ch4,,0,0,0,1,Ch4,1
17,0.104,0.296,0.12,0.48,Ch4,,0,0,0,1,Ch4,1
18,0.148,0.288,0.44,0.124,Ch3,,0,0,1,0,Ch3,1
1,0.514,0.25,0.174,0.062,Ch1,,1,0,0,0,Ch1,1
1,0.64,0.124,0.198,0.038,Ch1,,1,0,0,0,Ch1,1
3,0.358,0.214,0.334,0.094,Ch1,,0,0,1,0,Ch3,0
